geoname_id	name	ascii_name	population	latitude	longitude	feature_code
1921200	Wubao	Wubao	3800	24.5958900	118.5535900	PPL
1805531	Jinhe	Jinhe	3790	27.7169400	109.6047200	PPL
7536143	Saga	Saga	3765	29.3236700	85.2260100	PPL
1794459	Shuikou	Shuikou	3760	26.3836000	118.7302700	PPLA4
1785372	Zhaishi Miaozu Dongzuxiang	Zhaishi Miaozu Dongzuxiang	3750	26.5008300	110.0444400	PPL
1787624	Yangezhuang	Yangezhuang	3722	39.9963900	117.6902800	PPL
1787554	Yangdian	Yangdian	3695	33.9333200	106.4265600	PPLA4
1799379	Ninghe	Ninghe	3683	39.4619400	117.7625000	PPL
1789271	Xinan	Xinan	3670	26.7200000	119.8555600	PPL
1787230	Yangzhong	Yangzhong	3640	26.7055600	119.3744400	PPL
1813965	Damai	Damai	3633	35.2000700	102.6641400	PPLA4
1794343	Shunhua	Shunhua	3589	26.0860000	109.2589200	PPL
1811268	Fengpu	Fengpu	3560	26.6827600	118.7600600	PPLA4
1794511	Shuiche	Shuiche	3550	27.6869400	110.9997200	PPL
1790795	Xiacang	Xiacang	3546	39.7863900	117.4166700	PPL
1801684	Luxia	Luxia	3540	26.9300000	118.8072200	PPL
7342963	Sangba	Sangba	3525	34.0390700	103.7904400	PPLA4
1803346	Lintingkou	Lintingkou	3521	39.6302800	117.5002800	PPL
1811082	Fubao	Fubao	3500	28.7690500	106.0766700	PPL
7373126	Taishi	Taishi	3479	33.6165700	105.4516300	PPLA4
1808268	Hetang	Hetang	3430	26.6627600	119.1106200	PPLA4
7446307	Chubu	Chubu	3377	34.6180800	103.2918500	PPLA4
1799805	Nanrenfu	Nanrenfu	3365	39.6461100	117.1916700	PPL
1815875	Chadian	Chadian	3355	39.2247200	117.7488900	PPL
1798382	Qiagai	Qiagai	3353	34.8449600	103.4591300	PPLA4
7407766	Xianlong	Xianlong	3313	33.8142000	106.2447600	PPLA4
1798176	Qiaojiang	Qiaojiang	3290	27.9372200	110.6763900	PPL
1799086	Panggezhuang	Panggezhuang	3217	39.8047200	117.1661100	PPL
13308709	Shabian	Shabian	3208	22.5961800	113.8450300	PPL
1787073	Yantian	Yantian	3190	26.8533300	119.8575000	PPL
1817129	Bamencheng	Bamencheng	3167	39.5777800	117.6052800	PPL
1801669	Luyang	Luyang	3150	27.6238900	110.0988900	PPL
1815589	Changqiao	Changqiao	3150	26.8213900	118.8436100	PPL
1795969	Shanmen	Shanmen	3130	27.2250000	110.6927800	PPL
1811446	Feiluan	Feiluan	3120	26.5625000	119.5975000	PPL
1798095	Qibu	Qibu	3110	26.5075000	119.5450000	PPL
1789329	Xiling	Xiling	3110	26.8144400	119.0472200	PPL
13308757	Jiaoju	Jiaoju	3085	22.5101800	113.8995800	PPLX
1807102	Huangzhuang	Huangzhuang	3076	39.4816700	117.5136100	PPL
13308605	Haoye	Haoye	3070	22.7353800	113.8051000	PPLX
1788156	Xiyan	Xiyan	3060	26.6163900	110.4736100	PPL
13308738	Huaqingbei	Huaqingbei	3021	22.5470600	114.0873400	PPL
1810286	Gaozhuang	Gaozhuang	3011	39.2691700	117.9755600	PPL
1797219	Renfengzhuang	Renfengzhuang	3006	39.3113900	117.6622200	PPL
13308640	Bengshan Gongye	Bengshan Gongye	3002	22.5883200	113.8701100	PPLX
1941816	Kuai’an	Kuai'an	3000	26.0341700	119.4163900	PPL
1790685	Kajiaman	Kajiaman	2986	35.0885100	102.9139300	PPLA4
1802835	Liuzikou	Liuzikou	2986	39.8702800	117.3466700	PPL
13308661	West Gate	West Gate	2981	22.5727800	113.9054400	PPLX
1790357	Xianxi	Xianxi	2910	26.3347200	109.6430600	PPL
1807104	Huangzhuang	Huangzhuang	2908	39.3147200	117.0533300	PPL
1787521	Yangjiapo	Yangjiapo	2899	39.2941700	117.8875000	PPL
1797676	Qinglang	Qinglang	2895	27.1247200	108.7327800	PPL
1817446	Baisha	Baisha	2880	26.5222200	110.9311100	PPL
7413715	Qu’ao	Qu'ao	2868	35.3939700	102.9242200	PPLA4
1789132	Xindian	Xindian	2860	26.1223800	119.3015300	PPLA4
1783856	Zhuoyang	Zhuoyang	2830	26.6300300	119.0215000	PPLA4
1941861	Huangtian	Huangtian	2820	26.4385100	118.6239800	PPLA4
13308652	Shangecun	Shangecun	2816	22.5784900	113.9042200	PPLX
1801174	Maoping	Maoping	2800	26.5197200	110.4119400	PPL
1802409	Longtan	Longtan	2800	27.4113900	110.5363900	PPL
1814896	Chongru	Chongru	2800	26.9511100	119.9252800	PPL
1802364	Longtou’an	Longtou'an	2790	27.6702800	110.3361100	PPL
7413614	Tangga’an	Tangga'an	2774	35.1431600	102.8502700	PPLA4
1810670	Gantang	Gantang	2770	26.9200000	119.6333300	PPL
1810671	Gantang	Gantang	2770	26.7983300	118.9361100	PPL
1813009	Dengjiapu	Dengjiapu	2750	26.9044400	110.9200000	PPL
13308742	Cunzai	Cunzai	2721	22.5255800	114.0250800	PPL
1811559	Fangjiazhuang	Fangjiazhuang	2679	39.7297200	117.4205600	PPL
1792163	Wangbuzhuang	Wangbuzhuang	2659	39.6775000	117.4286100	PPL
1803050	Liujiaping	Liujiaping	2650	32.8000000	104.8333300	PPLA4
1785625	Yushan	Yushan	2640	26.9086300	118.5671300	PPL
1796958	Sanchakou	Sanchakou	2636	39.7844400	117.3186100	PPL
1798183	Qiaogu	Qiaogu	2635	39.3125000	117.7247200	PPL
1792171	Anping	Anping	2630	27.8663900	110.1161100	PPL
1807285	Huangqiao	Huangqiao	2600	27.0219400	110.8405600	PPL
1814596	Dabao’anzhen	Dabao'anzhen	2600	39.8994400	117.4763900	PPL
1790889	Wuyang	Wuyang	2590	26.7427800	110.3283300	PPL
1812594	Dong’erying	Dong'erying	2583	39.9575000	117.2791700	PPL
7304196	Dehang	Dehang	2567	28.3071000	109.7966800	PPL
1792562	Tongwan	Tongwan	2530	27.5811100	110.2772200	PPL
1787580	Yanghou	Yanghou	2530	26.6408300	118.5080600	PPL
1810447	Gaoniang	Gaoniang	2500	26.8425000	109.1788900	PPL
1784429	Zhongdeng	Zhongdeng	2485	39.5905600	117.3530600	PPL
1802545	Longlisuo	Longlisuo	2450	26.4141700	109.1022200	PPL
1784928	Zhaogezhuang	Zhaogezhuang	2442	39.7844400	117.1958300	PPL
7413597	Kajiadao	Kajiadao	2427	35.1171800	102.9935100	PPLA4
1815510	Changtun	Changtun	2415	39.4433300	117.0705600	PPL
1788482	Xinzhan	Xinzhan	2400	28.3883300	106.8566700	PPL
1899320	Sancha	Sancha	2393	34.5875000	103.7613900	PPLA4
1813567	Dashentang	Dashentang	2362	39.2172200	117.9525000	PPL
1800171	Nancaicun	Nancaicun	2357	39.4752800	117.0161100	PPL
1792334	Tuokou	Tuokou	2350	27.1247200	109.6247200	PPL
7446453	Kangduo	Kangduo	2348	35.0343100	103.5245100	PPLA4
1799895	Nanmaizhu	Nanmaizhu	2309	39.5025000	117.7447200	PPL
7446195	Kaba	Kaba	2302	33.9803500	103.4948400	PPLA4
13308721	Yuhexin	Yuhexin	2301	22.5650200	113.8789900	PPL
1813225	Dayanggezhuang	Dayanggezhuang	2300	39.8188900	117.4236100	PPL
1813479	Datangzhuang	Datangzhuang	2294	39.3994400	117.4341700	PPL
1814456	Dadunqiu	Dadunqiu	2279	39.4061100	117.0330600	PPL
1803387	Linkou	Linkou	2270	26.2480600	109.8636100	PPL
1813463	Datianzhuang	Datianzhuang	2254	39.2725000	117.7536100	PPL
1807058	Huaqiao	Huaqiao	2240	27.7080600	110.1419400	PPL
1817842	Badaogu	Badaogu	2226	39.4733300	117.3297200	PPL
7446191	Ni’ao	Ni'ao	2197	33.9608300	103.5505200	PPLA4
1784033	Zhuangtou	Zhuangtou	2194	39.6577800	117.2916700	PPL
1950548	Dengyuantai	Dengyuantai	2190	26.6880600	110.5422200	PPL
1801353	Malin	Malin	2150	26.4550000	110.6416700	PPL
1790620	Xiancun	Xiancun	2150	26.9386100	119.3602800	PPL
1814078	Daliang	Daliang	2140	39.5394400	117.0950000	PPL
1794591	Shuangshu	Shuangshu	2134	39.5638900	117.0244400	PPL
1801894	Luojiu	Luojiu	2130	27.5158300	109.8088900	PPL
1783964	Zhushi	Zhushi	2130	27.0877800	110.6769400	PPL
7407787	Xinghua	Xinghua	2110	33.8615100	106.3617600	PPLA4
1799312	Niudaokou	Niudaokou	2108	39.7861100	117.2522200	PPL
13308739	Huafu	Huafu	2102	22.5545700	114.0649100	PPL
1788760	Xinkaikou	Xinkaikou	2101	39.6788900	117.1902800	PPL
13308660	Liutang	Liutang	2100	22.5780100	113.8872200	PPLX
13308729	Songzhanzai	Songzhanzai	2100	22.4955000	113.9130200	PPLX
7343315	Zhuoluo	Zhuoluo	2100	34.7321200	103.3397400	PPLA4
6942880	Haikuotiankong	Haikuotiankong	2100	22.5288100	113.9399000	PPL
13308630	West Gate	West Gate	2038	22.5182500	114.0565200	PPLX
1806245	Jiangwakou	Jiangwakou	2018	39.5225000	117.7025000	PPL
13308606	Minzhucun	Minzhucun	2011	22.7267900	113.7821200	PPLX
13308595	Yabian	Yabian	2002	22.7419800	113.8121600	PPL
1807175	Huangtukuang	Huangtukuang	1990	26.9152800	110.4077800	PPL
1814691	Cuijiamatou	Cuijiamatou	1990	39.0747200	117.3005600	PPL
1817398	Baishi	Baishi	1965	26.9736100	109.4433300	PPL
1802793	Lixiqiao	Lixiqiao	1960	26.7947200	110.4180600	PPL
1798492	Pukou	Pukou	1950	26.5222200	109.5558300	PPL
13308728	Hudi	Hudi	1932	22.4818400	113.9099100	PPLX
1806653	Huomachong	Huomachong	1930	27.8833300	110.2300000	PPL
13308745	Xinzhou	Xinzhou	1923	22.5241000	114.0480400	PPLX
1807369	Huanglong	Huanglong	1920	26.5413900	110.9344400	PPL
1816246	Boyang	Boyang	1920	26.2116700	109.5205600	PPL
1787481	Yangjinzhuang	Yangjinzhuang	1915	39.8850000	117.3980600	PPL
1801454	Majiadian	Majiadian	1911	39.6577800	117.2661100	PPL
1807341	Huangmaoyuan	Huangmaoyuan	1910	27.4041700	110.4747200	PPL
1813085	Dazhongzhuang	Dazhongzhuang	1889	39.6808300	117.5641700	PPL
1807936	Hongyang	Hongyang	1850	26.5286100	119.4625000	PPL
1941563	Beizhai	Beizhai	1850	36.2197200	120.5288900	PPL
1806450	Jiamaying	Jiamaying	1836	37.2080600	115.9500000	PPL
7343453	Shaowa	Shaowa	1808	34.9782800	103.5620700	PPLA4
1807783	Houxiang	Houxiang	1800	39.5127800	117.1158300	PPL
1921288	Xiangyun	Xiangyun	1800	24.9711100	118.1602800	PPL
1816557	Beitan	Beitan	1786	39.7580600	117.4455600	PPL
1807150	Huangxikou	Huangxikou	1770	27.7188900	110.3850000	PPL
1552093	Sanchahe	Sanchahe	1770	28.4952800	106.4283300	PPL
1789759	Xiawuqi	Xiawuqi	1718	39.6136100	117.0533300	PPL
1804088	Liangcunchang	Liangcunchang	1671	28.4066700	106.4244400	PPL
1810428	Gaoqiao	Gaoqiao	1670	26.6336100	110.9000000	PPL
1804472	Lanli	Lanli	1660	27.8869400	109.9186100	PPL
1816150	Caijiapu	Caijiapu	1660	39.1730600	117.8105600	PPL
1810301	Gaozeng	Gaozeng	1650	25.8016700	108.9375000	PPL
1793221	Tanwan	Tanwan	1630	27.9663900	110.1502800	PPL
1791752	Wantouqiao	Wantouqiao	1620	26.8411100	110.6194400	PPL
1812058	Dongzhaogezhuang	Dongzhaogezhuang	1613	39.9488900	117.3700000	PPL
1798513	Puhechang	Puhechang	1600	28.9525000	106.8311100	PPL
1799279	Niujiapai	Niujiapai	1593	39.5222200	117.2894400	PPL
1787131	Yanmen	Yanmen	1590	27.8550000	109.7402800	PPL
1786928	Yaoshi	Yaoshi	1580	26.2930600	110.7891700	PPL
1792752	Tingdong	Tingdong	1577	25.8244400	108.6125000	PPL
1815202	Chengtougu	Chengtougu	1558	39.1400000	117.7788900	PPL
1901233	Xiliguantun	Xiliguantun	1552	37.0783300	115.9413900	PPL
1806978	Huayuan	Huayuan	1540	26.9136100	110.5358300	PPL
1800702	Mengquan	Mengquan	1533	39.8252800	117.4766700	PPL
1806267	Jiangshi	Jiangshi	1510	27.1233300	109.7377800	PPL
1817648	Baijian	Baijian	1510	39.9941700	117.2086100	PPL
1801617	Ma’an	Ma'an	1500	26.9775000	110.7211100	PPL
1790194	Xiaohenglong	Xiaohenglong	1500	27.6050000	110.5169400	PPL
1792484	Touying	Touying	1498	39.9638900	117.2183300	PPL
1806675	Huogezhuang	Huogezhuang	1474	39.7438900	117.3675000	PPL
1786182	Youguzhuang	Youguzhuang	1470	39.9058300	117.2461100	PPL
1794788	Shoushan	Shoushan	1470	26.9644400	119.1616700	PPL
1810808	Fuzhuang	Fuzhuang	1468	39.2661100	117.9344400	PPL
1817097	Bangdong	Bangdong	1460	26.9755600	109.1858300	PPL
1788352	Xishan	Xishan	1452	25.6852800	108.9638900	PPL
1806319	Jiangkouxu	Jiangkouxu	1450	27.6941700	109.7358300	PPL
1798407	Puzi	Puzi	1450	26.9863900	109.7763900	PPL
1793401	Tangjiafang	Tangjiafang	1450	26.8400000	110.3647200	PPL
12382279	Sansha	Sansha	1443	16.8391200	112.3406400	PPLA2
1785858	Yuguzhuang	Yuguzhuang	1442	39.6400000	117.3588900	PPL
1812229	Dongtazhuang	Dongtazhuang	1440	39.8938900	117.3372200	PPL
1813683	Dabaozi	Dabaozi	1440	26.6955600	109.4477800	PPL
1816442	Benchu	Benchu	1431	26.7711100	109.2905600	PPL
1816312	Biyong	Biyong	1430	27.1872200	109.5100000	PPL
1815888	Chabaihu	Chabaihu	1403	39.4655600	117.1483300	PPL
1812432	Dongjituo	Dongjituo	1400	39.4219400	117.5741700	PPL
1802729	Lizhuangzi	Lizhuangzi	1397	39.0041700	117.5255600	PPL
1812282	Dongshan Dongzuxiang	Dongshan Dongzuxiang	1390	26.5950000	109.8966700	PPL
1806390	Gangdong	Gangdong	1380	27.9169400	110.8341700	PPL
1786854	Yatunpu	Yatunpu	1370	26.1550000	109.6266700	PPL
1797971	Qimeng	Qimeng	1362	26.4847200	108.9994400	PPL
1808681	Heilangkou	Heilangkou	1357	39.6127800	117.4016700	PPL
1786927	Yaoshi	Yaoshi	1350	27.6394400	109.5302800	PPL
1798909	Penguanzhuang	Penguanzhuang	1329	39.4841700	117.8133300	PPL
1799876	Nanmuping	Nanmuping	1320	27.3111100	109.6786100	PPL
1796300	Shangcang	Shangcang	1312	39.8994400	117.3880600	PPL
1783762	Zhuzhoujiang Miaozuxiang	Zhuzhoujiang Miaozuxiang	1310	26.6752800	110.0719400	PPL
1814610	Dabaizhuang	Dabaizhuang	1295	39.4447200	117.3802800	PPL
1550143	Zhujiachang	Zhujiachang	1295	27.3575000	108.9383300	PPL
13308636	Qilong	Qilong	1294	22.6007200	113.8964700	PPLF
1804452	Lantian	Lantian	1292	27.0250000	109.2947200	PPL
1814217	Daixi	Daixi	1290	26.8125000	119.1141700	PPL
13308648	Zaoxia	Zaoxia	1289	22.5656600	113.8986400	PPLX
13308714	Sanweicun	Sanweicun	1287	22.6143300	113.8486400	PPL
1816635	Beilizigu	Beilizigu	1287	39.4913900	117.4650000	PPL
1786334	Yonghe	Yonghe	1286	39.0752800	117.4755600	PPL
1811634	Erwangzhuang	Erwangzhuang	1282	39.3916700	117.3538900	PPL
12359324	Axia	Axia	1277	33.8212200	103.7500900	PPLA4
13308604	Shayi Community	Shayi Community	1265	22.7372800	113.8046900	PPLX
1814273	Dahuangpu	Dahuangpu	1254	39.4411100	117.2777800	PPL
1794274	Sigaozhuang	Sigaozhuang	1246	39.4677800	117.2502800	PPL
1803944	Liangyaping	Liangyaping	1240	27.7183300	110.6708300	PPL
1816783	Beicaicun	Beicaicun	1237	39.4872200	117.0255600	PPL
1797023	Ruoshui	Ruoshui	1210	27.0019400	109.9666700	PPL
13308703	Zhongshang Garden	Zhongshang Garden	1203	22.5551000	113.9002000	PPL
1790696	Xiajiang	Xiajiang	1198	25.7555600	108.6919400	PPL
1784415	Zhongfang	Zhongfang	1180	26.6008300	119.4258300	PPL
1810500	Gaojingzhuang	Gaojingzhuang	1167	39.4161100	117.6300000	PPL
1792681	Tonggu	Tonggu	1158	26.5722200	109.3094400	PPL
1816235	Bozhou	Bozhou	1150	27.3788900	109.2777800	PPL
1787304	Yangtou	Yangtou	1145	27.6894400	109.4138900	PPL
1801172	Maoping	Maoping	1123	26.7369400	109.2211100	PPL
1810425	Gaoyi	Gaoyi	1110	26.9594400	110.0155600	PPL
1784209	Zhongzhai	Zhongzhai	1110	27.1952800	109.2686100	PPL
1790376	Xiantan	Xiantan	1100	28.8185900	106.1927000	PPL
1815377	Chatian	Chatian	1100	27.8022200	109.3736100	PPL
1814198	Dajianchang	Dajianchang	1098	39.4777800	117.0830600	PPL
13308651	Shanghua	Shanghua	1093	22.5807300	113.9039000	PPLX
1797870	Qingjiangqiao	Qingjiangqiao	1090	26.6044400	110.9852800	PPL
1815879	Chadian	Chadian	1089	27.5819400	109.1327800	PPL
1814621	Dabachang	Dabachang	1086	27.7425000	108.3433300	PPL
1794412	Shuidatian	Shuidatian	1080	27.8522200	109.6047200	PPL
1798784	Pingjiang	Pingjiang	1076	25.9705600	108.3952800	PPL
1790088	Xiaolongmen	Xiaolongmen	1070	27.8019400	110.1605600	PPL
1941818	Hongtang	Hongtang	1060	26.0705600	119.2308300	PPL
13308621	Labor Community	Labor Community	1058	22.5711800	113.8637700	PPLX
13308607	Sixingyong	Sixingyong	1042	22.6851100	113.7812100	PPLX
1794569	Shuangxi	Shuangxi	1040	27.2283300	109.8558300	PPL
13308730	Shenzhen Bay Park	Shenzhen Bay Park	1032	22.4994300	113.9517100	PPL
1790387	Xianrenwan	Xianrenwan	1030	27.7544400	110.3297200	PPL
13308654	Lingzhi (Northwest Gate)	Lingzhi (Northwest Gate)	1027	22.5676600	113.9068500	PPLX
13308610	Fozi'ao	Fozi'ao	1024	22.6492700	113.8321700	PPLF
13308677	Haihua Park (Southwest gate)	Haihua Park (Southwest gate)	1022	22.5637100	113.8874500	PPL
1817794	Bahuang	Bahuang	1021	27.7180600	109.0188900	PPL
1786517	Yinliu	Yinliu	1007	39.9825000	117.3963900	PPL
13308711	Jiefang	Jiefang	1003	22.6001800	113.8414000	PPLX
7158936	龙海天	long hai tian	1000	21.0167500	110.5374700	PRK
1803883	Lianshan	Lianshan	1000	26.8036100	109.7019400	PPL
1788247	Xiuxi	Xiuxi	1000	27.9775000	110.2947200	PPL
13308616	Shekou Wharf	Shekou Wharf	1000	22.4626000	113.8920200	PPLX
1795034	Shiqiao	Shiqiao	999	39.6908300	117.2961100	PPL
1814853	Chuandong	Chuandong	992	27.8058300	109.2213900	PPL
1802688	Longcheng	Longcheng	990	26.0338900	109.7772200	PPL
13308734	Niucheng	Niucheng	982	22.6151400	113.9285700	PPL
1795780	Shawan	Shawan	980	27.2008300	110.0280600	PPL
1804515	Langshan	Langshan	980	26.3808300	110.8144400	PPL
1809732	Guanxia Miaozuxiang	Guanxia Miaozuxiang	980	26.5722200	110.2763900	PPL
1810081	Gongxi	Gongxi	970	27.1130600	109.1616700	PPL
1784957	Zhaobenzhuang	Zhaobenzhuang	957	39.4638900	117.6325000	PPL
1806322	Jiangkou	Jiangkou	940	27.1908300	110.4041700	PPL
1817527	Baimaoping	Baimaoping	940	26.2619400	110.3638900	PPL
1808581	Hekou	Hekou	930	26.7425000	110.0638900	PPL
13308705	Dachan Bay	Dachan Bay	927	22.5408600	113.8590600	PPL
1795101	Shimianzhuang	Shimianzhuang	927	39.4091700	117.1580600	PPL
1906170	Yaolu	Yaolu	923	25.4513900	108.0563900	PPL
1811863	Duli	Duli	918	39.3166700	117.6888900	PPL
1787386	Yangping	Yangping	910	27.1508300	108.7980600	PPL
1800421	Mobin Tongzumiaozuxiang	Mobin Tongzumiaozuxiang	910	27.0669400	109.5544400	PPL
1811807	Duping	Duping	900	27.2863900	108.4275000	PPL
1550116	Yongxi	Yongxi	900	27.0119400	108.3313900	PPL
13308712	Yinfeng	Yinfeng	891	22.6030500	113.8356700	PPL
1811831	Dunzhai	Dunzhai	890	26.5022200	109.2666700	PPL
1809888	Guangping	Guangping	890	26.7872200	109.6233300	PPL
1791756	Wantang	Wantang	880	26.5408300	110.7563900	PPL
1799002	Panyang	Panyang	880	26.5495000	118.8313000	PPLA4
1815805	Chang’anying	Chang'anying	880	26.2641700	110.0894400	PPL
1800479	Minhe	Minhe	861	27.5391700	108.7747200	PPL
1784315	Longhu	Longhu	850	24.6727800	118.6194400	PPL
1906202	Maolan	Maolan	848	25.3897200	108.0758300	PPL
1807418	Huangjin Yaozuxiang	Huangjin Yaozuxiang	840	26.4197200	110.5550000	PPL
1807417	Huangjin’ao	Huangjin'ao	830	27.6533300	109.9491700	PPL
1799118	Pailou’ao	Pailou'ao	830	27.3405600	109.9183300	PPL
1803989	Liangsan	Liangsan	820	27.0916700	108.9613900	PPL
1792775	Tiepo	Tiepo	800	27.4591700	110.3783300	PPL
13308735	Tang'ao	Tang'ao	793	22.6001700	113.9332900	PPLX
1813270	Daxinzhuang	Daxinzhuang	784	39.5036100	117.6861100	PPL
1811884	Shangjiang	Shangjiang	781	25.9430600	108.1080600	PPL
1805076	Jiuxijiang	Jiuxijiang	770	27.6555600	110.6136100	PPL
1790151	Xiaojiangkou	Xiaojiangkou	770	27.8802800	110.4466700	PPL
1800553	Miaozhuang	Miaozhuang	766	39.4222200	117.8041700	PPL
1813717	Daping	Daping	760	27.3405600	110.3038900	PPL
1806007	Jiaoxi	Jiaoxi	758	27.0872200	108.5544400	PPL
7536142	Darchen	Darchen	754	30.9312400	81.2893900	PPL
6252032	Bolinzi	Bolinzi	754	33.7643100	117.4826400	PPLL
1789235	Xin’anzhen	Xin'anzhen	737	39.7519400	117.5333300	PPL
1800548	Mibei	Mibei	730	27.2072200	109.3775000	PPL
1803839	Lianzhuang	Lianzhuang	728	39.4100000	117.7563900	PPL
1802727	Lizhuangzi	Lizhuangzi	704	39.9819400	117.3088900	PPL
1813823	Dankou	Dankou	690	26.3597200	110.2427800	PPL
1790045	Xiaoping	Xiaoping	690	27.3644400	109.7105600	PPL
1806663	Huokou	Huokou	670	26.4491700	119.2725000	PPL
1814309	Dahengshang	Dahengshang	670	39.8436100	117.4916700	PPL
1552021	Shatan	Shatan	660	28.1091700	106.2661100	PPL
1788019	Xuedong	Xuedong	654	27.0105600	108.8544400	PPL
1802726	Liziba	Liziba	650	28.1977800	106.7630600	PPL
1792609	Tongmuxi	Tongmuxi	640	27.8175000	110.6100000	PPL
1792551	Tongxihe	Tongxihe	630	27.7480600	110.5569400	PPL
1804260	Le’anpu Miaozudongzuxiang	Le'anpu Miaozudongzuxiang	620	26.4944400	109.9027800	PPL
1816881	Bapan	Bapan	610	27.7122200	108.9386100	PPL
1804017	Liangjiang	Liangjiang	610	27.9541700	110.8666700	PPL
1806392	Jiangdong	Jiangdong	586	26.9872200	109.4563900	PPL
1812813	Dingdan	Dingdan	584	25.8552800	108.2677800	PPL
1801823	Luotuofangzi	Luotuofangzi	580	39.0836100	117.3769400	PPL
1552068	Sanyuanchang	Sanyuanchang	552	28.3541700	106.1600000	PPL
1814488	Dadengzhuang	Dadengzhuang	550	39.4863900	117.6175000	PPL
1794326	Shuping	Shuping	550	27.1905600	110.1313900	PPL
1803078	Liujiading	Liujiading	540	39.9630600	117.1911100	PPL
1797684	Qingtuozi	Qingtuozi	538	39.1233300	117.7475000	PPL
1550094	Mulong	Mulong	519	27.7288900	109.0694400	PPL
13308617	Mawan	Mawan	502	22.4844500	113.8764400	PPLF
1804051	Lianghechang	Lianghechang	500	28.8861100	106.0530600	PPL
1791716	Wawu	Wawu	499	27.6555600	109.4094400	PPL
1794997	Shisunchang	Shisunchang	492	28.6341700	106.0297200	PPL
1788735	Xinluhe	Xinluhe	490	27.5055600	110.2888900	PPL
1788809	Xinjian	Xinjian	490	27.5186100	110.1758300	PPL
1793110	Taoying	Taoying	478	27.8369400	108.9816700	PPL
1812965	Dewang	Dewang	471	27.7886100	108.5575000	PPL
1816042	Caodian	Caodian	465	39.6119400	117.4716700	PPL
1785918	Yuelongzhuang	Yuelongzhuang	463	39.5683300	117.8541700	PPL
1552023	Pujiachang	Pujiachang	450	28.1852800	106.6677800	PPL
1784125	Zhouliangzhuang	Zhouliangzhuang	446	39.5619400	117.3738900	PPL
1789003	Xingjuexi	Xingjuexi	434	28.1444400	106.0211100	PPL
1799168	Nuxi	Nuxi	431	27.8683300	108.9111100	PPL
1813478	Datangzhuang	Datangzhuang	425	39.9866700	117.3430600	PPL
13308727	Nanshui Gonye Village	Nanshui Gonye Village	421	22.4921800	113.9130800	PPLX
1789206	Xinchang	Xinchang	420	27.8780600	109.4452800	PPL
1789208	Xinchang	Xinchang	420	26.4063900	109.4275000	PPL
1552019	Huoshigang	Huoshigang	415	28.0447200	106.4258300	PPL
1787276	Yangxi	Yangxi	407	27.6405600	108.4972200	PPL
1808270	Hetan	Hetan	400	27.2847200	109.2286100	PPL
1807078	Huanxizhuang	Huanxizhuang	399	39.5527800	117.5361100	PPL
1787436	Yangliushu	Yangliushu	390	27.6811100	108.4361100	PPL
1793323	Tangwan	Tangwan	370	27.2644400	110.4444400	PPL
1795697	Shendu Miaozuxiang	Shendu Miaozuxiang	320	27.1322200	110.0555600	PPL
1817020	Dongbanqiao	Dongbanqiao	311	39.4794400	117.7905600	PPL
13308619	Dachan Island Estate	Dachan Island Estate	300	22.5103400	113.8482400	PPLF
1804149	Leshi	Leshi	300	26.6336100	110.7336100	PPL
6697300	申老家	shen lao jia	300	33.1017500	115.4721500	PPL
1811773	Duwu	Duwu	290	26.1225900	119.2368600	PPL
1789756	Xiaxi	Xiaxi	289	27.5594400	109.3280600	PPL
1807223	Huangsangping Miaozuxiang	Huangsangping Miaozuxiang	280	26.4266700	110.0550000	PPL
1788305	Xitazhuang	Xitazhuang	269	39.9330600	117.2108300	PPL
1552061	Heba	Heba	256	28.2497200	106.3122200	PPL
1795062	Shibaosi	Shibaosi	248	28.5391700	106.1513900	PPL
1803977	Liangshuijing	Liangshuijing	206	27.9627800	108.3297200	PPL
13308675	Langyiya Court	Langyiya Court	200	22.5797600	113.8878100	PPL
1799431	Niba	Niba	200	28.7602800	106.5113900	PPL
1810659	Ganxi	Ganxi	198	27.0663900	108.2422200	PPL
1805219	Jiudianya	Jiudianya	190	28.5822200	106.8330600	PPL
1794646	Shuanglongchang	Shuanglongchang	147	28.3202800	106.5636100	PPL
7648251	Htunstar	Htunstar	123	22.8176400	108.3083700	PPLX
1550081	Gaolouping	Gaolouping	121	27.4847200	109.1719400	PPL
13308609	Caowei Airport East	Caowei Airport East	102	22.6202900	113.8264000	PPLX
13308618	Ximazhou	Ximazhou	93	22.4996100	113.8425900	PPLX
13308637	Laohukeng	Laohukeng	32	22.6148800	113.9090600	PPLF
13308615	Dongwanzui	Dongwanzui	5	22.4122500	113.8122800	PPLF
1280878	Kangxiwar	Kangxiwar	4	36.2077500	78.7746300	PPLQ
13308613	Dongwancun	Dongwancun	4	22.4201100	113.7997400	PPLF
13308614	Lijiao	Lijiao	2	22.4146100	113.7926100	PPLF
